Date,Close
2004-01-02,12801.48047
2004-01-05,13005.33008
2004-01-06,13036.32031
2004-01-07,13157.67969
2004-01-08,13203.58984
2004-01-09,13385.79981
2004-01-12,13352.21973
2004-01-13,13396.65039
2004-01-14,13320.87988
2004-01-15,13249.80957
2004-01-16,13167.75977
2004-01-19,13253.30957
2004-01-20,13570.42969
2004-01-21,13750.58008
2004-01-22,13750.58008
2004-01-23,13750.58008
2004-01-26,13727.26953
2004-01-27,13761.87988
2004-01-28,13431.78027
2004-01-29,13334.00977
2004-01-30,13289.37012
2004-02-02,12999.98047
2004-02-03,13090.00977
2004-02-04,13086.73047
2004-02-05,13030.94043
2004-02-06,13309.59961
2004-02-09,13576.67969
2004-02-10,13515.66016
2004-02-11,13524.75977
2004-02-12,13625.12988
2004-02-13,13739.79981
2004-02-16,13831.53027
2004-02-17,13815.44043
2004-02-18,13928.37988
2004-02-19,13867.21973
2004-02-20,13868.37012
2004-02-23,13765.07031
2004-02-24,13756.41016
2004-02-25,13599.46973
2004-02-26,13674.63965
2004-02-27,13907.03027
2004-03-01,13918.65039
2004-03-02,13731.34961
2004-03-03,13454.08984
2004-03-04,13451.55957
2004-03-05,13454.75977
2004-03-08,13573.54004
2004-03-09,13397.25
2004-03-10,13214.2002
2004-03-11,13024.05957
2004-03-12,12932.23047
2004-03-15,12919.41016
2004-03-16,12932.62012
2004-03-17,12975.71973
2004-03-18,12816.19043
2004-03-19,12790.58008
2004-03-22,12550.91016
2004-03-23,12588.36035
2004-03-24,12678.12988
2004-03-25,12520.20996
2004-03-26,12483.24023
2004-03-29,12427.33984
2004-03-30,12641.38965
2004-03-31,12681.66992
2004-04-01,12676.25
2004-04-02,12731.75977
2004-04-05,12731.75977
2004-04-06,12886.96973
2004-04-07,12920.04981
2004-04-08,12909.37012
2004-04-09,12909.37012
2004-04-12,12909.37012
2004-04-13,13031.80957
2004-04-14,12669.86035
2004-04-15,12479.25977
2004-04-16,12458.37988
2004-04-19,12450
2004-04-20,12394.37012
2004-04-21,12227.29981
2004-04-22,12167.7002
2004-04-23,12383.94043
2004-04-26,12132.67969
2004-04-27,12154.91016
2004-04-28,12165.30957
2004-04-29,12005.58008
2004-04-30,11942.95996
2004-05-03,11950.62012
2004-05-04,12098.29981
2004-05-05,11950.45996
2004-05-06,12010.30957
2004-05-07,11910.75977
2004-05-10,11485.5
2004-05-11,11508.08984
2004-05-12,11528.17969
2004-05-13,11396.94043
2004-05-14,11276.86035
2004-05-17,10967.65039
2004-05-18,11072.38965
2004-05-19,11469.41016
2004-05-20,11339.62012
2004-05-21,11576.00977
2004-05-24,11662.96973
2004-05-25,11692.55957
2004-05-26,11692.55957
2004-05-27,11983.90039
2004-05-28,12116.87012
2004-05-31,12198.24023
2004-06-01,12105.54981
2004-06-02,12201.75
2004-06-03,11929.92969
2004-06-04,12022.63965
2004-06-07,12326.84961
2004-06-08,12344.16016
2004-06-09,12339.94043
2004-06-10,12422.87012
2004-06-11,12396.38965
2004-06-14,12076.57031
2004-06-15,12050.69043
2004-06-16,12161.78027
2004-06-17,12082.86035
2004-06-18,11855.54981
2004-06-21,11845.58984
2004-06-22,11845.58984
2004-06-23,11849.76953
2004-06-24,12163.67969
2004-06-25,12185.51953
2004-06-28,12194.59961
2004-06-29,12116.29981
2004-06-30,12285.75
2004-07-01,12285.75
2004-07-02,12220.12988
2004-07-05,12252.11035
2004-07-06,12284.08008
2004-07-07,12320.25977
2004-07-08,12119.75
2004-07-09,12202.25977
2004-07-12,12191.00977
2004-07-13,12078.33008
2004-07-14,11932.83008
2004-07-15,11939.41016
2004-07-16,12059.2002
2004-07-19,12166.9502
2004-07-20,12123.62988
2004-07-21,12395.11035
2004-07-22,12320.20996
2004-07-23,12352.99023
2004-07-26,12319.83008
2004-07-27,12301.32031
2004-07-28,12320.26953
2004-07-29,12183.09961
2004-07-30,12238.03027
2004-08-02,12201.38965
2004-08-03,12357.12012
2004-08-04,12280.25977
2004-08-05,12491.91992
2004-08-06,12478.67969
2004-08-09,12467.41016
2004-08-10,12408.04004
2004-08-11,12343.12988
2004-08-12,12413.42969
2004-08-13,12359.83008
2004-08-16,12219.75
2004-08-17,12256.12012
2004-08-18,12228.54004
2004-08-19,12396.66992
2004-08-20,12376.90039
2004-08-23,12431.76953
2004-08-24,12646.49023
2004-08-25,12793.03027
2004-08-26,12784.38965
2004-08-27,12818.41992
2004-08-30,12877.78027
2004-08-31,12850.28027
2004-09-01,13023.87012
2004-09-02,12999.07031
2004-09-03,12948.09961
2004-09-06,13104.33984
2004-09-07,13136.04004
2004-09-08,13049.95996
2004-09-09,12942.2002
2004-09-10,13003.99023
2004-09-13,13139.57031
2004-09-14,13148.05957
2004-09-15,13084.40039
2004-09-16,13209.83984
2004-09-17,13224.92969
2004-09-20,13221.33008
2004-09-21,13304.48047
2004-09-22,13272.23047
2004-09-23,13280.42969
2004-09-24,13066.83984
2004-09-27,13021.90039
2004-09-28,12950.79981
2004-09-29,12950.79981
2004-09-30,13120.03027
2004-10-01,13120.03027
2004-10-04,13359.25
2004-10-05,13331.09961
2004-10-06,13271.57031
2004-10-07,13321.73047
2004-10-08,13241.45996
2004-10-11,13305.12988
2004-10-12,13251.58984
2004-10-13,13171.58008
2004-10-14,13035.37988
2004-10-15,13059.42969
2004-10-18,13034.74023
2004-10-19,13154.54981
2004-10-20,12999.12988
2004-10-21,13015.2002
2004-10-22,13015.2002
2004-10-25,12818.09961
2004-10-26,12852.34961
2004-10-27,12838.70996
2004-10-28,13113.15039
2004-10-29,13054.66016
2004-11-01,13094.25
2004-11-02,13308.74023
2004-11-03,13397.66992
2004-11-04,13369.08984
2004-11-05,13494.9502
2004-11-08,13561.49023
2004-11-09,13516.66992
2004-11-10,13672.37012
2004-11-11,13624.50977
2004-11-12,13784.45996
2004-11-15,13932.21973
2004-11-16,13746.08008
2004-11-17,13824.98047
2004-11-18,13799.82031
2004-11-19,13787.67969
2004-11-22,13800.59961
2004-11-23,14023.29004
2004-11-24,13997.01953
2004-11-25,13926.61035
2004-11-26,13895.03027
2004-11-29,14066.91016
2004-11-30,14060.04981
2004-12-01,14162.79981
2004-12-02,14261.79004
2004-12-03,14211.83984
2004-12-06,14256.86035
2004-12-07,14235.78027
2004-12-08,14022.32031
2004-12-09,14008.82031
2004-12-10,13901.80957
2004-12-13,13886.16016
2004-12-14,14043.51953
2004-12-15,14078.54004
2004-12-16,14024.62988
2004-12-17,13992.44043
2004-12-20,14214.04004
2004-12-21,14180.79004
2004-12-22,14151.08008
2004-12-23,14235.29981
2004-12-24,14194.90039
2004-12-27,14194.90039
2004-12-28,14196.9502
2004-12-29,14266.37988
2004-12-30,14163.54981
2004-12-31,14230.13965
2005-01-03,14237.41992
2005-01-04,14045.90039
2005-01-05,13764.36035
2005-01-06,13712.04004
2005-01-07,13574.86035
2005-01-10,13531.38965
2005-01-11,13509.25
2005-01-12,13565.30957
2005-01-13,13573.28027
2005-01-14,13494.78027
2005-01-17,13621.65039
2005-01-18,13604.21973
2005-01-19,13678.62988
2005-01-20,13543.58984
2005-01-21,13481.01953
2005-01-24,13386.99023
2005-01-25,13584.05957
2005-01-26,13623.67969
2005-01-27,13628.91016
2005-01-28,13650.05957
2005-01-31,13721.69043
2005-02-01,13578.25977
2005-02-02,13555.79981
2005-02-03,13515.33008
2005-02-04,13585.16992
2005-02-07,13795
2005-02-08,13845.62988
2005-02-14,14017.23047
2005-02-15,13995.83008
2005-02-16,14015.49023
2005-02-17,13967.82031
2005-02-18,14087.87012
2005-02-21,14111.65039
2005-02-22,14090.51953
2005-02-23,13957.94043
2005-02-24,14060.91016
2005-02-25,14157.08984
2005-02-28,14195.34961
2005-03-01,14061.15039
2005-03-02,13850.78027
2005-03-03,13892.37012
2005-03-04,13730.78027
2005-03-07,13771.9502
2005-03-08,13881.70996
2005-03-09,13941.46973
2005-03-10,13856.01953
2005-03-11,13890.92969
2005-03-14,13906.84961
2005-03-15,13816.75
2005-03-16,13832.51953
2005-03-17,13817.99023
2005-03-18,13828.37012
2005-03-21,13834.34961
2005-03-22,13776.46973
2005-03-23,13603.61035
2005-03-24,13597.09961
2005-03-29,13411.87988
2005-03-30,13425.75
2005-03-31,13516.87988
2005-04-01,13491.34961
2005-04-04,13513.41016
2005-04-06,13562.25977
2005-04-07,13602.34961
2005-04-08,13666.71973
2005-04-11,13659.92969
2005-04-12,13658.04981
2005-04-13,13799.62012
2005-04-14,13772.40039
2005-04-15,13638.75
2005-04-18,13355.23047
2005-04-19,13444.08984
2005-04-20,13501.62988
2005-04-21,13597.30957
2005-04-22,13693.54981
2005-04-25,13750.23047
2005-04-26,13859.58008
2005-04-27,13839.63965
2005-04-28,13909.41992
2005-04-29,13908.96973
2005-05-03,13893.98047
2005-05-04,13945.04981
2005-05-05,14061.7002
2005-05-06,14033.95996
2005-05-09,14085.08984
2005-05-10,14018.37988
2005-05-11,13939.79981
2005-05-12,13968.28027
2005-05-13,13866.80957
2005-05-17,13667.03027
2005-05-18,13627.00977
2005-05-19,13698.92969
2005-05-20,13717.41992
2005-05-23,13699.12988
2005-05-24,13719.32031
2005-05-25,13562.05957
2005-05-26,13569.99023
2005-05-27,13714.78027
2005-05-30,13845.09961
2005-05-31,13867.07031
2005-06-01,13873.07031
2005-06-02,13814.58008
2005-06-03,13818.4502
2005-06-06,13860.54981
2005-06-07,13837.29004
2005-06-08,13898.54981
2005-06-09,13898.30957
2005-06-10,13934.75977
2005-06-13,13952.01953
