Date,Close
1997-07-01,1438.25
1997-07-02,1455.609985
1997-07-03,1467.609985
1997-07-07,1470.73999
1997-07-08,1485.099976
1997-07-09,1486.630005
1997-07-10,1490.930054
1997-07-11,1502.619995
1997-07-14,1523.880005
1997-07-15,1542.109985
1997-07-16,1580.630005
1997-07-17,1568.849976
1997-07-18,1547.98999
1997-07-21,1536.22998
1997-07-22,1563.859985
1997-07-23,1567.650024
1997-07-24,1569.130005
1997-07-25,1569.579956
1997-07-28,1563.530029
1997-07-29,1572.319946
1997-07-30,1588.050049
1997-07-31,1593.810059
1997-08-01,1594.329956
1997-08-04,1605.449951
1997-08-05,1621.530029
1997-08-06,1630.439941
1997-08-07,1624.180054
1997-08-08,1598.52002
1997-08-11,1586.73999
1997-08-12,1576.23999
1997-08-13,1583.400024
1997-08-14,1586.689941
1997-08-15,1562.030029
1997-08-18,1569.52002
1997-08-19,1600.709961
1997-08-20,1628.699951
1997-08-21,1607.359985
1997-08-22,1598.689941
1997-08-25,1601.569946
1997-08-26,1591.300049
1997-08-27,1595.540039
1997-08-28,1581.319946
1997-08-29,1587.319946
1997-09-02,1618.089966
1997-09-03,1618.23999
1997-09-04,1624.630005
1997-09-05,1635.77002
1997-09-08,1645.349976
1997-09-09,1656.219971
1997-09-10,1639.25
1997-09-11,1639.859985
1997-09-12,1649.329956
1997-09-15,1634.920044
1997-09-16,1668.599976
1997-09-17,1666.469971
1997-09-18,1670.02002
1997-09-19,1680.359985
1997-09-22,1689.449951
1997-09-23,1697.359985
1997-09-24,1687.410034
1997-09-25,1678.890015
1997-09-26,1682.23999
1997-09-29,1694.97998
1997-09-30,1685.689941
1997-10-01,1690.300049
1997-10-02,1702.410034
1997-10-03,1715.869995
1997-10-06,1721.910034
1997-10-07,1737.27002
1997-10-08,1741.77002
1997-10-09,1745.849976
1997-10-10,1739.030029
1997-10-13,1742.119995
1997-10-14,1732.790039
1997-10-15,1723.369995
1997-10-16,1699.660034
1997-10-17,1666.849976
1997-10-20,1685.449951
1997-10-21,1712.540039
1997-10-22,1708.079956
1997-10-23,1671.25
1997-10-24,1650.920044
1997-10-27,1532.75
1997-10-28,1603.02002
1997-10-29,1602.75
1997-10-30,1570.410034
1997-10-31,1593.609985
1997-11-03,1629.97998
1997-11-04,1631.150024
1997-11-05,1637.329956
1997-11-06,1623.439941
1997-11-07,1602.400024
1997-11-10,1590.719971
1997-11-11,1584.859985
1997-11-12,1541.709961
1997-11-13,1559.25
1997-11-14,1583.51001
1997-11-17,1614.109985
1997-11-18,1600.439941
1997-11-19,1601.219971
1997-11-20,1626.560059
1997-11-21,1620.75
1997-11-24,1586.98999
1997-11-25,1589.040039
1997-11-26,1594.5
1997-11-28,1600.550049
1997-12-01,1630.719971
1997-12-02,1606.369995
1997-12-03,1615.130005
1997-12-04,1613.420044
1997-12-05,1633.900024
1997-12-08,1651.540039
1997-12-09,1620.550049
1997-12-10,1596.609985
1997-12-11,1558.540039
1997-12-12,1536.579956
1997-12-15,1536.560059
1997-12-16,1553
1997-12-17,1547.369995
1997-12-18,1523.189941
1997-12-19,1524.73999
1997-12-22,1532.060059
1997-12-23,1509.910034
1997-12-24,1499.530029
1997-12-26,1511.380005
1997-12-29,1537.449951
1997-12-30,1565.030029
1997-12-31,1570.349976
1998-01-02,1581.530029
1998-01-05,1594.119995
1998-01-06,1580.140015
1998-01-07,1561.699951
1998-01-08,1555.540039
1998-01-09,1503.219971
1998-01-12,1507.579956
1998-01-13,1541.630005
1998-01-14,1548.76001
1998-01-15,1547.060059
1998-01-16,1562.880005
1998-01-20,1590.140015
1998-01-21,1587.920044
1998-01-22,1576.51001
1998-01-23,1575.930054
1998-01-26,1561.459961
1998-01-27,1578.900024
1998-01-28,1610.819946
1998-01-29,1619.48999
1998-01-30,1619.359985
1998-02-02,1652.890015
1998-02-03,1666.339966
1998-02-04,1680.439941
1998-02-05,1676.900024
1998-02-06,1694.349976
1998-02-09,1690.430054
1998-02-10,1709.040039
1998-02-11,1708.550049
1998-02-12,1714.339966
1998-02-13,1710.420044
1998-02-17,1703.430054
1998-02-18,1715.72998
1998-02-19,1727.01001
1998-02-20,1728.130005
1998-02-23,1751.76001
1998-02-24,1738.709961
1998-02-25,1766.47998
1998-02-26,1777.109985
1998-02-27,1770.51001
1998-03-02,1758.540039
1998-03-03,1757.140015
1998-03-04,1759.699951
1998-03-05,1711.920044
1998-03-06,1753.48999
1998-03-09,1725.160034
1998-03-10,1748.51001
1998-03-11,1756.849976
1998-03-12,1764.060059
1998-03-13,1771.660034
1998-03-16,1788.180054
1998-03-17,1779.300049
1998-03-18,1788.280029
1998-03-19,1799.97998
1998-03-20,1789.160034
1998-03-23,1792.51001
1998-03-24,1812.439941
1998-03-25,1824.51001
1998-03-26,1828.540039
1998-03-27,1823.619995
1998-03-30,1818.699951
1998-03-31,1835.680054
1998-04-01,1847.660034
1998-04-02,1852.959961
1998-04-03,1855.400024
1998-04-06,1829.140015
1998-04-07,1798.709961
1998-04-08,1807.01001
1998-04-09,1820.23999
1998-04-13,1824.949951
1998-04-14,1843.030029
1998-04-15,1863.26001
1998-04-16,1858.23999
1998-04-17,1866.599976
1998-04-20,1887.140015
1998-04-21,1903.869995
1998-04-22,1917.609985
1998-04-23,1881.390015
1998-04-24,1868.959961
1998-04-27,1820.310059
1998-04-28,1831.77002
1998-04-29,1851.640015
1998-04-30,1868.410034
1998-05-01,1873.439941
1998-05-04,1878.859985
1998-05-05,1864.910034
1998-05-06,1856.680054
1998-05-07,1835.140015
1998-05-08,1864.369995
1998-05-11,1848.069946
1998-05-12,1860.160034
1998-05-13,1866.180054
1998-05-14,1865.359985
1998-05-15,1846.77002
1998-05-18,1831.619995
1998-05-19,1845.869995
1998-05-20,1831.75
1998-05-21,1820.98999
1998-05-22,1805
1998-05-26,1778.089966
1998-05-27,1781.099976
1998-05-28,1794.619995
1998-05-29,1778.869995
1998-06-01,1746.819946
1998-06-02,1761.790039
1998-06-03,1742.310059
1998-06-04,1769.949951
1998-06-05,1782.920044
1998-06-08,1787.77002
1998-06-09,1800.76001
1998-06-10,1773.25
1998-06-11,1749.75
1998-06-12,1745.050049
1998-06-15,1715.75
1998-06-16,1753.119995
1998-06-17,1776.400024
1998-06-18,1772.699951
1998-06-19,1781.290039
1998-06-22,1805.819946
1998-06-23,1844.569946
1998-06-24,1877.76001
1998-06-25,1863.25
1998-06-26,1869.530029
1998-06-29,1891.079956
1998-06-30,1894.73999
1998-07-01,1914.459961
1998-07-02,1894
1998-07-06,1909.469971
1998-07-07,1908.109985
1998-07-08,1935.390015
1998-07-09,1939.819946
1998-07-10,1943.040039
1998-07-13,1965.530029
1998-07-14,1968.410034
1998-07-15,1994.540039
1998-07-16,2000.560059
1998-07-17,2008.76001
1998-07-20,2014.25
1998-07-21,1979.140015
1998-07-22,1969.75
1998-07-23,1935.219971
1998-07-24,1930.98999
1998-07-27,1933.26001
1998-07-28,1896.530029
1998-07-29,1881.48999
1998-07-30,1919.579956
1998-07-31,1872.390015
1998-08-03,1851.099976
1998-08-04,1785.640015
1998-08-05,1788.199951
1998-08-06,1829.51001
1998-08-07,1846.77002
1998-08-10,1839.209961
1998-08-11,1792.699951
1998-08-12,1825.530029
1998-08-13,1802.540039
1998-08-14,1790.189941
1998-08-17,1818.040039
1998-08-18,1855.119995
1998-08-19,1842.689941
1998-08-20,1832.449951
1998-08-21,1797.609985
1998-08-24,1790.819946
1998-08-25,1798.170044
1998-08-26,1768.130005
1998-08-27,1686.410034
1998-08-28,1639.680054
1998-08-31,1499.25
1998-09-01,1575.089966
1998-09-02,1592.849976
1998-09-03,1571.859985
